user_id,action,comedy,drama,horror,romance,sci_fi,thriller,animation
1,0.07267958487094865,0.2793000409377568,0.020466990824061997,0.004989089792027527,0.17248369903444055,0.0011335240203337504,0.4234775259733071,0.025469544547123604
2,0.06265745011274751,0.10827720402750389,0.211420402225777,0.0591252123319929,0.11895990893126072,0.03432913566778562,0.19707661093751214,0.20815407576542028
3,0.003867689046969636,0.6737153787405621,0.1539000841817057,0.009501485806581202,0.0015558205304206573,0.027805255858244313,0.03628970333399024,0.0933645825015263
4,0.4148706931317457,0.30544588174210624,0.06586262527519492,0.0035170379432942793,0.0013481556190437685,0.029786656013061876,0.16085047332077276,0.01831847695478049
5,0.011977098946671911,0.00482283826647711,0.22143820926612595,0.000117090863016338,0.17182765185518403,0.22056818461941186,0.33212988055430515,0.03711904562880782
6,0.17082891791254576,0.34442703646954226,0.008641085333889739,0.19290416101011862,0.20093245104909901,0.08003985215482481,0.0009457646295316834,0.001280731440447964
7,0.020685120182128598,0.23377375427025138,0.031282518716431604,0.018399146670124315,0.27190451836918,0.07196787154436687,0.13842279743733674,0.2135642728101805
8,0.2044694693089887,0.01898050926157165,0.21413278850308176,0.00012972735448894262,0.046769532518917044,0.00757824118507745,0.4389823284477536,0.06895740342012083
9,0.05417159566962777,0.09209809677490038,0.13884127839619004,0.003278210209945742,0.49379811866352546,0.014377140952657599,0.17428691902069351,0.029148640312459426
10,0.0794416134589245,0.21814332903187547,0.010538835617260552,0.06455469683450896,0.0033852305024930384,0.25615331961240484,0.1402266350921635,0.22755633985036922
11,0.10922735960675953,0.3223667196265373,0.019161418782469387,0.18053194414783474,0.060723246405164674,0.00446890109189664,0.2750700637172649,0.028450346622072853
12,0.1931100288028079,0.39454090326631147,0.14152219438380734,0.015231411683848022,0.007832849713510087,0.00010810285950460462,0.10093004852273783,0.14672446076747267
13,0.15050129608927293,0.03405626467150279,0.11946433827159804,0.12298834385239359,0.00573764403378337,0.025373669266008973,0.33323982743455344,0.20863861638088688
14,0.053845857549728184,0.009608018783909086,0.06901150913239402,0.2715650036122308,0.22491571629640075,0.00025651815709730116,0.03083004410273699,0.3399673323655029
15,0.023181007226563684,0.21142163696785604,0.01053117583150921,0.35181590364097104,0.07046475978614718,0.08290564709544634,0.00802129833704374,0.2416585711144628
16,0.09786461287002184,0.027256700475910806,0.15279545623818772,0.20026836475770157,0.04971395231718453,0.14572331127730298,0.09968921469939258,0.22668838736429808
17,0.09594354323310489,0.04471710810166161,0.0018223834902069663,0.3713103747731502,0.013993803762208412,0.29726292945167676,0.17107879108812626,0.0038710660998648324
18,0.09656361172736366,0.19040339416506322,0.08829467614134508,0.2507890038138519,0.001064289496982237,0.3001426874783902,0.05841618268715824,0.014326154489845646
19,0.09106650226889014,0.1361763617924795,0.5787561448097746,0.09278455986000261,0.05572262475624608,0.04278186582699633,0.00043330515585090573,0.0022786355297598608
20,0.3975022532228121,0.09099058712734064,0.09718753820760806,0.019994657541614627,0.06756110971628695,0.16412020193842863,0.06117617340520278,0.10146747884070634
21,0.07157489616553438,0.0022191613212558586,0.0005480083085580095,0.26790645568359256,0.02591435753261825,0.034267180723708726,0.2706755850919896,0.32689435517274273
22,0.008041866204244743,0.00537015799901155,0.3144729837793673,0.011076013097985244,0.1535284866791623,0.22748372218148963,0.038381144577499256,0.24164562548124016
23,0.06190139432525048,0.054072364436811356,0.41263954427588656,0.25869799852838976,0.00975193775533063,0.10462420251775206,0.04923937738216579,0.04907318077841326
24,0.4835627933800174,0.106950790788435,0.02796863506474067,0.12403659761104077,0.1965662027357591,0.005274273796893272,0.0027325834092355246,0.0529081232138783
25,0.019238951913861616,0.1953514066377085,0.00901415018789972,0.007328892500482455,0.26970250122504075,0.009126265508363778,0.07729296654396293,0.41294486548268006
26,0.6550523166100503,0.15366551110849533,0.04100313916948414,0.005808280225334966,0.00022304419000021596,0.0021969346792474705,0.0062862303891767085,0.13576454362821097
27,0.4309758182010907,0.02133337037322755,0.015030269391774875,0.00023453796935762213,0.0014335715848176457,0.05800081541711165,0.003084701127703815,0.469906915934916
28,0.12105409865934068,0.06354878921502057,0.10284442644694596,0.002226465172741729,0.5511720443670044,0.06382311715584914,0.029503243204625086,0.06582781577847233
29,0.04582896601030907,0.3251214306355869,0.06955898197712838,0.01541795025670757,0.06617723437798897,0.18206545830672646,0.24479558671506213,0.05103439172049065
30,0.2883639551141985,0.0013425673078453306,0.028195823496400763,0.06471963951627063,0.415070137978058,0.16745865425348097,0.03300949245730041,0.0018397298764453419
31,0.16157530467192927,0.13447195621174712,0.1912045540612352,0.04112322307789836,0.37512151384132536,0.014712333909189851,0.07637759575309952,0.0054135184735753135
32,0.07891162560861394,0.0788696171457311,0.08860629416568037,0.323358838737557,0.18765077206245326,0.1542881355677667,0.040266710314290584,0.04804800639790686
33,0.3706557584729116,0.07548796260461152,0.04788956638255016,0.2939873919286071,0.011310853067931975,0.06957647246366112,0.06138437644563473,0.06970761863409183
34,0.177602271639181,0.006694104543679444,0.014140173750431232,0.01587122589638839,0.02334517542869821,0.540219530151448,0.20111928678880905,0.021008231801364637
35,0.027047835567280788,0.0156402321523722,0.03366931281683115,0.1332003657736643,0.0031521048229948088,0.2096859012147695,0.5716890536653134,0.0059151939867738285
36,0.3281699437865253,0.02264661315408005,0.062199272311929385,0.15977288778742724,0.09005473296009431,0.0022529322021890325,0.2265277252218173,0.10837589257593722
37,0.015824445921237572,0.1777885038242364,0.058999410548629554,0.0014455437480624391,0.04177646383386102,0.01854556788138754,0.22192532351870278,0.4636947407238827
38,0.011538552500188958,0.21299509387968638,0.11927134924054934,0.06255024134923212,0.2637660006816321,0.08733744600519355,0.22808417155801894,0.014457144785498652
39,0.023597140867476475,0.01589989504968555,0.014318301474270823,0.00476271418179129,0.050705175687931495,0.0076738658231460585,0.645241834056951,0.23780107285874724
40,0.015794122518884846,0.4950712880806176,0.10503875366804051,0.21926423638560327,0.03940690586125574,0.08307829688575993,0.008951218446890183,0.033395178152947874
41,0.019593742845617414,0.0054928342064147016,0.05619044124629129,0.04005602778889973,0.3031080955404206,0.10407590221999408,0.06326684820234073,0.4082161079500214
42,0.02779867778809078,0.0113745043923733,0.2943610616803686,0.03287184106940355,0.05548170293242195,0.04140032398068824,0.4089821881322022,0.12772970002445136
43,0.059168175019906954,0.07136866811286151,0.07818766518066274,0.22416545507104488,0.02729115980050218,0.057106616362167094,0.4724747292218392,0.01023753123101548
44,0.1408633630608538,0.012909205645272691,0.13702506387885066,0.43003426602225975,0.014582351025930687,0.029519183380976456,0.0016883887376789705,0.23337817824817703
45,0.06081564560229924,0.01205791193639983,0.014765917616560636,0.3493462663623833,0.034144298019887644,0.2568947815453519,0.232934154033946,0.039041024883171474
46,0.01786108887350231,0.11365237678785774,0.0725166161388855,0.01402873333894964,0.08558637898980745,0.000663193159424163,0.523994660079144,0.1716969526324292
47,0.07781594125592975,0.048253293933582894,0.027247766529911056,0.23225638199423032,0.030258954069171253,0.4240963603131043,0.004546064091325349,0.15552523781274488
48,0.21604288218104012,0.005952801183556834,0.07891204945205411,0.1776177971297588,0.08354580732852668,0.3702694421970502,0.044704755325409753,0.022954465202603518
49,0.10654540476389587,0.593613304984534,0.14404036318276586,0.0005342683254778556,0.02222957900180203,0.01718169570514236,0.007776424081124974,0.10807895995525704
50,0.008015080190166836,0.04089770735890198,0.03957763058230308,0.0033667620680731393,0.19782914421689102,0.43369211980554945,0.1706361668368568,0.10598538894125777
51,0.018756384261360465,0.4499738802014272,0.06673485767196605,0.18593342053774203,0.0014116105329481992,0.2425325402547264,0.001549352298213644,0.033107954241615924
52,0.0006894284586996713,0.23744001790926206,0.1345705385685725,0.006959649773817535,0.1741446036071847,0.2712627364656371,0.14232463974171708,0.03260838547510918
53,0.0005600469980191784,0.024184154437882983,0.08388977067899794,0.37702170192453904,0.04030599167876181,0.1579798060936625,0.17854686452744184,0.13751166366069464
54,0.02927425237801449,0.18243306659609054,0.29117284427863316,0.33591437984300604,0.025681674648542298,0.1119259687452752,0.010053800011542628,0.013544013498895582
55,0.000965358614737351,0.013697516257438293,0.045787438992437327,0.20703995212684714,0.016984795564444852,0.5191462408070251,0.17218092009771466,0.024197777539355213
56,0.10367545130750844,0.026668386352443448,0.009848927302718101,0.046487202551747306,0.05864974010166739,0.31625358727986136,0.18096292521357055,0.2574537798904834
57,0.24267656136850463,0.0017787239574297566,0.1463067222586905,0.10192960945331278,0.052886853524451105,0.010297298114432292,0.2386341891705912,0.20549004215258784
58,0.01585538470061079,0.1476569097425548,0.018273789957081458,0.35023702632770853,0.010539123073759048,0.20823195759067845,0.1522365209143572,0.09696928769324982
59,0.015334317364946195,0.01289970628434753,0.0967148669589116,0.009652906478605184,0.09381236804808153,0.26970733134993063,0.3150395125424918,0.1868389909726854
60,0.15565102264507177,0.0071616500010756815,0.09739073766589457,0.020380107508021442,0.17096959045619234,0.016138571574012293,0.37690624478694223,0.15540207536278972
61,0.17194982935907338,0.1617170894106212,0.24447729268502458,0.09948464287391626,0.034286876088524834,0.16084230801402083,0.09991905682774171,0.027322904741077254
62,0.04480302338965762,0.034349843555671306,0.002114292974185699,0.05083374891957502,0.022194062951376138,0.23269591230096956,0.058225726889530253,0.5547833890190343
